municipio,pre_2013,pos_2013,sede,tipo_alteracao
Alcácer do Sal,SANTA SUSANA,UNIÃO DAS FREGUESIAS DE ALCÁCER DO SAL (SANTA MARIA DO CASTELO E SANTIAGO) E SANTA SUSANA,ALCÁCER DO SAL (SANTIAGO),criada por agregação
Alcácer do Sal,SÃO MARTINHO,SÃO MARTINHO,SÃO MARTINHO,sem alteração
Alcácer do Sal,TORRÃO,TORRÃO,TORRÃO,sem alteração
Alcobaça,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE ALCOBAÇA E VESTIARIA,ALCOBAÇA,criada por agregação
Alcobaça,ALFEIZERÃO,ALFEIZERÃO,ALFEIZERÃO,sem alteração
Alcobaça,ALJUBARROTA (PRAZERES),ALJUBARROTA,ALJUBARROTA,criada por agregação
Alcobaça,ALJUBARROTA (SÃO VICENTE),ALJUBARROTA,ALJUBARROTA,criada por agregação
Alcobaça,ALPEDRIZ,"UNIÃO DAS FREGUESIAS DE COZ, ALPEDRIZ E MONTES",COZ,criada por agregação
Alcobaça,BÁRRIO,BÁRRIO,BÁRRIO,sem alteração
Alcobaça,BENEDITA,BENEDITA,BENEDITA,sem alteração
Alcobaça,CELA,CELA,CELA,sem alteração
Alcobaça,COZ,"UNIÃO DAS FREGUESIAS DE COZ, ALPEDRIZ E MONTES",COZ,criada por agregação
Alcobaça,ÉVORA DE ALCOBAÇA,ÉVORA DE ALCOBAÇA,ÉVORA DE ALCOBAÇA,sem alteração
Alcobaça,MAIORGA,MAIORGA,MAIORGA,sem alteração
Alcobaça,MARTINGANÇA,UNIÃO DAS FREGUESIAS DE PATAIAS E MARTINGANÇA,PATAIAS,criada por agregação
Alcobaça,MONTES,"UNIÃO DAS FREGUESIAS DE COZ, ALPEDRIZ E MONTES",COZ,criada por agregação
Alcobaça,PATAIAS,UNIÃO DAS FREGUESIAS DE PATAIAS E MARTINGANÇA,PATAIAS,criada por agregação
Alcobaça,SÃO MARTINHO DO PORTO,SÃO MARTINHO DO PORTO,SÃO MARTINHO DO PORTO,sem alteração
Alcobaça,TURQUEL,TURQUEL,TURQUEL,sem alteração
Alcobaça,VESTIARIA,UNIÃO DAS FREGUESIAS DE ALCOBAÇA E VESTIARIA,ALCOBAÇA,criada por agregação
Alcobaça,VIMEIRO,VIMEIRO,VIMEIRO,sem alteração
Alcochete,ALCOCHETE,ALCOCHETE,ALCOCHETE,sem alteração
Alcochete,SAMOUCO,SAMOUCO,SAMOUCO,sem alteração
Alcochete,SÃO FRANCISCO,SÃO FRANCISCO,SÃO FRANCISCO,sem alteração
Alcoutim,ALCOUTIM,UNIÃO DAS FREGUESIAS DE ALCOUTIM E PEREIRO,ALCOUTIM,criada por agregação
Alcoutim,GIÕES,GIÕES,GIÕES,sem alteração
Alcoutim,MARTIM LONGO,MARTIM LONGO,MARTIM LONGO,sem alteração
Alcoutim,PEREIRO,UNIÃO DAS FREGUESIAS DE ALCOUTIM E PEREIRO,ALCOUTIM,criada por agregação
Alcoutim,VAQUEIROS,VAQUEIROS,VAQUEIROS,sem alteração
Alenquer,ABRIGADA,UNIÃO DAS FREGUESIAS DE ABRIGADA E CABANAS DE TORRES,ABRIGADA,criada por agregação
Alenquer,ALDEIA GALEGA DA MERCEANA,UNIÃO DAS FREGUESIAS DE ALDEIA GALEGA DA MERCEANA E ALDEIA GAVINHA,ALDEIA GALEGA DA MERCEANA,criada por agregação
Alenquer,ALDEIA GAVINHA,UNIÃO DAS FREGUESIAS DE ALDEIA GALEGA DA MERCEANA E ALDEIA GAVINHA,ALDEIA GALEGA DA MERCEANA,criada por agregação
Alenquer,ALENQUER (SANTO ESTÊVÃO),UNIÃO DAS FREGUESIAS DE ALENQUER (SANTO ESTÊVÃO E TRIANA),ALENQUER (SANTO ESTÊVÃO),criada por agregação
Alenquer,ALENQUER (TRIANA),UNIÃO DAS FREGUESIAS DE ALENQUER (SANTO ESTÊVÃO E TRIANA),ALENQUER (SANTO ESTÊVÃO),criada por agregação
Alenquer,CABANAS DE TORRES,UNIÃO DAS FREGUESIAS DE ABRIGADA E CABANAS DE TORRES,ABRIGADA,criada por agregação
Alenquer,CADAFAIS,UNIÃO DAS FREGUESIAS DE CARREGADO E CADAFAIS,CARREGADO,criada por agregação
Alenquer,CARNOTA,CARNOTA,CARNOTA,sem alteração
Alenquer,CARREGADO,UNIÃO DAS FREGUESIAS DE CARREGADO E CADAFAIS,CARREGADO,criada por agregação
Alenquer,MECA,MECA,MECA,sem alteração
Alenquer,OLHALVO,OLHALVO,OLHALVO,sem alteração
Alenquer,OTA,OTA,OTA,sem alteração
Alenquer,PEREIRO DE PLAHACANA,UNIÃO DAS FREGUESIAS DE RIBAFRIA E PEREIRO DE PALHACANA,RIBAFRIA,criada por agregação
Alenquer,RIBAFRIA,UNIÃO DAS FREGUESIAS DE RIBAFRIA E PEREIRO DE PALHACANA,RIBAFRIA,criada por agregação
Alenquer,VENTOSA,VENTOSA,VENTOSA,sem alteração
Alenquer,VILA VERDE DOS FRANCOS,VILA VERDE DOS FRANCOS,VILA VERDE DOS FRANCOS,sem alteração
Alfândega da Fé,AGROBOM,"UNIÃO DAS FREGUESIAS DE AGROBOM, SALDONHA E VALE PEREIRO",AGROBOM,criada por agregação
Alfândega da Fé,ALFÂNDEGA DA FÉ,ALFÂNDEGA DA FÉ,ALFÂNDEGA DA FÉ,sem alteração
Alfândega da Fé,CEREJAIS,CEREJAIS,CEREJAIS,sem alteração
Alfândega da Fé,EUCISIA,"UNIÃO DAS FREGUESIAS DE EUCISIA, GOUVEIA E VALVERDE",EUCISIA,criada por agregação
Alfândega da Fé,FERRADOSA,UNIÃO DAS FREGUESIAS DE FERRADOSA E SENDIM DA SERRA,FERRADOSA,criada por agregação
Alfândega da Fé,GEBELIM,UNIÃO DAS FREGUESIAS DE GEBELIM E SOEIMA,GEBELIM,criada por agregação
Alfândega da Fé,GOUVEIA,"UNIÃO DAS FREGUESIAS DE EUCISIA, GOUVEIA E VALVERDE",EUCISIA,criada por agregação
Alfândega da Fé,PARADA,UNIÃO DAS FREGUESIAS DE PARADA E SENDIM DA RIBEIRA,PARADA,criada por agregação
Alfândega da Fé,POMBAL,UNIÃO DAS FREGUESIAS DE POMBAL E VALES,POMBAL,criada por agregação
Alfândega da Fé,SALDONHA,"UNIÃO DAS FREGUESIAS DE AGROBOM, SALDONHA E VALE PEREIRO",AGROBOM,criada por agregação
Alfândega da Fé,SAMBADE,SAMBADE,SAMBADE,sem alteração
Alfândega da Fé,SENDIM DA RIBEIRA,UNIÃO DAS FREGUESIAS DE PARADA E SENDIM DA RIBEIRA,PARADA,criada por agregação
Alfândega da Fé,SENDIM DA SERRA,UNIÃO DAS FREGUESIAS DE FERRADOSA E SENDIM DA SERRA,FERRADOSA,criada por agregação
Alfândega da Fé,SOEIMA,UNIÃO DAS FREGUESIAS DE GEBELIM E SOEIMA,GEBELIM,criada por agregação
Alfândega da Fé,VALE PEREIRO,"UNIÃO DAS FREGUESIAS DE AGROBOM, SALDONHA E VALE PEREIRO",AGROBOM,criada por agregação
Alfândega da Fé,VALES,UNIÃO DAS FREGUESIAS DE POMBAL E VALES,POMBAL,criada por agregação
Alfândega da Fé,VALVERDE,"UNIÃO DAS FREGUESIAS DE EUCISIA, GOUVEIA E VALVERDE",EUCISIA,criada por agregação
Alfândega da Fé,VILAR CHÃO,VILAR CHÃO,VILAR CHÃO,sem alteração
Alfândega da Fé,VILARELHOS,VILARELHOS,VILARELHOS,sem alteração
Alfândega da Fé,VILARES DE VILARIÇA,VILARES DE VILARIÇA,VILARES DE VILARIÇA,sem alteração
Alijó,ALIJÓ,ALIJÓ,ALIJÓ,sem alteração
Alijó,AMIEIRO,UNIÃO DAS FREGUESIAS DE CARLÃO E AMIEIRO,CARLÃO,criada por agregação
Alijó,CARLÃO,UNIÃO DAS FREGUESIAS DE CARLÃO E AMIEIRO,CARLÃO,criada por agregação
Alijó,CASAL DE LOIVOS,"UNIÃO DAS FREGUESIAS DE VALE DE MENDIZ, CASAL DE LOIVOS E VILARINHO DE COTAS",VALE DE MENDIZ,criada por agregação
Alijó,CASTEDO,UNIÃO DAS FREGUESIAS DE CASTEDO E COTAS,CASTEDO,criada por agregação
Alijó,COTAS,UNIÃO DAS FREGUESIAS DE CASTEDO E COTAS,CASTEDO,criada por agregação
Alijó,FAVAIOS,FAVAIOS,FAVAIOS,sem alteração
Alijó,PEGARINHOS,PEGARINHOS,PEGARINHOS,sem alteração
Alijó,PINHÃO,PINHÃO,PINHÃO,sem alteração
Alijó,PÓPULO,UNIÃO DAS FREGUESIAS DE PÓPULO E RIBALONGA,PÓPULO,criada por agregação
Alijó,RIBALONGA,UNIÃO DAS FREGUESIAS DE PÓPULO E RIBALONGA,PÓPULO,criada por agregação
Alijó,SANFINS DO DOURO,SANFINS DO DOURO,SANFINS DO DOURO,sem alteração
Alijó,SANTA EUGÉNIA,SANTA EUGÉNIA,SANTA EUGÉNIA,sem alteração
Alijó,SÃO MAMEDE DE RIBATUA,SÃO MAMEDE DE RIBATUA,SÃO MAMEDE DE RIBATUA,sem alteração
Alijó,VALE DE MENDIZ,"UNIÃO DAS FREGUESIAS DE VALE DE MENDIZ, CASAL DE LOIVOS E VILARINHO DE COTAS",VALE DE MENDIZ,criada por agregação
Alijó,VILA CHÃ,VILA CHÃ,VILA CHÃ,sem alteração
Alijó,VILA VERDE,VILA VERDE,VILA VERDE,sem alteração
Alijó,VILAR DE MAÇADA,VILAR DE MAÇADA,VILAR DE MAÇADA,sem alteração
Alijó,VILARINHO DE COTAS,"UNIÃO DAS FREGUESIAS DE VALE DE MENDIZ, CASAL DE LOIVOS E VILARINHO DE COTAS",VALE DE MENDIZ,criada por agregação
Aljezur,ALJEZUR,ALJEZUR,ALJEZUR,sem alteração
Aljezur,BORDEIRA,BORDEIRA,BORDEIRA,sem alteração
Aljezur,ODECEIXE,ODECEIXE,ODECEIXE,sem alteração
Aljezur,ROGIL,ROGIL,ROGIL,sem alteração
Aljustrel,ALJUSTREL,UNIÃO DAS FREGUESIAS DE ALJUSTREL E RIO DE MOINHOS,ALJUSTREL,criada por agregação
Aljustrel,ERVIDEL,ERVIDEL,ERVIDEL,sem alteração
Aljustrel,MESSEJANA,MESSEJANA,MESSEJANA,sem alteração
Aljustrel,RIO DE MOINHOS,UNIÃO DAS FREGUESIAS DE ALJUSTREL E RIO DE MOINHOS,ALJUSTREL,criada por agregação
Aljustrel,SÃO JOÃO DE NEGRILHOS,SÃO JOÃO DE NEGRILHOS,SÃO JOÃO DE NEGRILHOS,sem alteração
Almada,ALMADA,"UNIÃO DAS FREGUESIAS DE ALMADA, COVA DA PIEDADE, PRAGAL E CACILHAS",ALMADA,criada por agregação
Almada,CACILHAS,"UNIÃO DAS FREGUESIAS DE ALMADA, COVA DA PIEDADE, PRAGAL E CACILHAS",ALMADA,criada por agregação
Almada,CAPARICA,UNIÃO DAS FREGUESIAS DE CAPARICA E TRAFARIA,CAPARICA,criada por agregação
Almada,CHARNECA DE CAPARICA,UNIÃO DAS FREGUESIAS DE CHARNECA DE CAPARICA E SOBREDA,CHARNECA DE CAPARICA,criada por agregação
Almada,COSTA DA CAPARICA,COSTA DA CAPARICA,COSTA DA CAPARICA,sem alteração
Almada,COVA DA PIEDADE,"UNIÃO DAS FREGUESIAS DE ALMADA, COVA DA PIEDADE, PRAGAL E CACILHAS",ALMADA,criada por agregação
Almada,FEIJÓ,UNIÃO DAS FREGUESIAS DE LARANJEIRO E FEIJÓ,LARANJEIRO,criada por agregação
Almada,LARANJEIRO,UNIÃO DAS FREGUESIAS DE LARANJEIRO E FEIJÓ,LARANJEIRO,criada por agregação
Almada,PRAGAL,"UNIÃO DAS FREGUESIAS DE ALMADA, COVA DA PIEDADE, PRAGAL E CACILHAS",ALMADA,criada por agregação
Almada,SOBREDA,UNIÃO DAS FREGUESIAS DE CHARNECA DE CAPARICA E SOBREDA,CHARNECA DE CAPARICA,criada por agregação
Almada,TRAFARIA,UNIÃO DAS FREGUESIAS DE CAPARICA E TRAFARIA,CAPARICA,criada por agregação
Almeida,ADE,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",MONTEPEROBOLSO,criada por agregação
Almeida,ALDEIA NOVA,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",MIDO,criada por agregação
Almeida,ALMEIDA,ALMEIDA,ALMEIDA,sem alteração
Almeida,AMOREIRA,"UNIÃO DAS FREGUESIAS DE AMOREIRA, PARADA E CABREIRA",AMOREIRA,criada por agregação
Almeida,AZINHAL,"UNIÃO DAS FREGUESIAS DE AZINHAL, PEVA E VALE VERDE",PEVA,criada por agregação
Almeida,CABREIRA,"UNIÃO DAS FREGUESIAS DE AMOREIRA, PARADA E CABREIRA",AMOREIRA,criada por agregação
Almeida,CASTELO BOM,CASTELO BOM,CASTELO BOM,sem alteração
Almeida,CASTELO MENDO,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",MONTEPEROBOLSO,criada por agregação
Almeida,FREINEDA,FREINEDA,FREINEDA,sem alteração
Almeida,FREIXO,FREIXO,FREIXO,sem alteração
Almeida,JUNÇA,UNIÃO DAS FREGUESIAS DE JUNÇA E NAVES,JUNÇA,criada por agregação
Almeida,LEOMIL,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",MIDO,criada por agregação
Almeida,MALHADA SORDA,MALHADA SORDA,MALHADA SORDA,sem alteração
Almeida,MALPARTIDA,UNIÃO DAS FREGUESIAS DE MALPARTIDA E VALE DE COELHA,MALPARTIDA,criada por agregação
Almeida,MESQUITELA,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",MONTEPEROBOLSO,criada por agregação
Almeida,MIDO,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",MIDO,criada por agregação
Almeida,MIUZELA,UNIÃO DAS FREGUESIAS DE MIUZELA E PORTO DE OVELHA,MIUZELA,criada por agregação
Almeida,MONTE PEROBOLÇO,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",MONTEPEROBOLSO,criada por agregação
Almeida,NAVE DE HAVER,NAVE DE HAVER,NAVE DE HAVER,sem alteração
Almeida,NAVES,UNIÃO DAS FREGUESIAS DE JUNÇA E NAVES,JUNÇA,criada por agregação
Almeida,PARADA,"UNIÃO DAS FREGUESIAS DE AMOREIRA, PARADA E CABREIRA",AMOREIRA,criada por agregação
Almeida,PEVA,"UNIÃO DAS FREGUESIAS DE AZINHAL, PEVA E VALE VERDE",PEVA,criada por agregação
Almeida,PORTO DE OVELHA,UNIÃO DAS FREGUESIAS DE MIUZELA E PORTO DE OVELHA,MIUZELA,criada por agregação
Almeida,SÃO PEDRO DE RIO SECO,SÃO PEDRO DE RIO SECO,SÃO PEDRO DE RIO SECO,sem alteração
Almeida,SENOURAS,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",MIDO,criada por agregação
Almeida,VALE DA MULA,VALE DA MULA,VALE DA MULA,sem alteração
Almeida,VALE DE COELHA,UNIÃO DAS FREGUESIAS DE MALPARTIDA E VALE DE COELHA,MALPARTIDA,criada por agregação
Almeida,VALE VERDE,"UNIÃO DAS FREGUESIAS DE AZINHAL, PEVA E VALE VERDE",PEVA,criada por agregação
Almeida,VILAR FORMOSO,VILAR FORMOSO,VILAR FORMOSO,sem alteração
Almeirim,ALMEIRIM,ALMEIRIM,ALMEIRIM,sem alteração
Almeirim,BENFICA DO RIBATEJO,BENFICA DO RIBATEJO,BENFICA DO RIBATEJO,sem alteração
Almeirim,FAZENDAS DE ALMEIRIM,FAZENDAS DE ALMEIRIM,FAZENDAS DE ALMEIRIM,sem alteração
Almeirim,RAPOSA,RAPOSA,RAPOSA,sem alteração
Almodôvar,ALDEIA DOS FERNANDES,ALDEIA DOS FERNANDES,ALDEIA DOS FERNANDES,sem alteração
Almodôvar,ALMODÔVAR,UNIÃO DAS FREGUESIAS DE ALMODÔVAR E GRAÇA DOS PADRÕES,ALMODÔVAR,criada por agregação
Almodôvar,GOMES AIRES,UNIÃO DAS FREGUESIAS DE SANTA CLARA-A-NOVA E GOMES AIRES,SANTA CLARA-A-NOVA,criada por agregação
Almodôvar,ROSÁRIO,ROSÁRIO,ROSÁRIO,sem alteração
Almodôvar,SANTA CLARA-A-NOVA,UNIÃO DAS FREGUESIAS DE SANTA CLARA-A-NOVA E GOMES AIRES,SANTA CLARA-A-NOVA,criada por agregação
Almodôvar,SANTA CRUZ,SANTA CRUZ,SANTA CRUZ,sem alteração
Almodôvar,SÃO BARNABÉ,SÃO BARNABÉ,SÃO BARNABÉ,sem alteração
Almodôvar,SENHORA DA GRAÇA DE PADRÕES,UNIÃO DAS FREGUESIAS DE ALMODÔVAR E GRAÇA DOS PADRÕES,ALMODÔVAR,criada por agregação
Alpiarça,ALPIARÇA,ALPIARÇA,ALPIARÇA,sem alteração
Alter do Chão,ALTER DO CHÃO,ALTER DO CHÃO,ALTER DO CHÃO,sem alteração
Alter do Chão,CHANCELARIA,CHANCELARIA,CHANCELARIA,sem alteração
Alter do Chão,CUNHEIRA,CUNHEIRA,CUNHEIRA,sem alteração
Alter do Chão,SEDA,SEDA,SEDA,sem alteração
Alvaiázere,ALMOSTER,ALMOSTER,ALMOSTER,sem alteração
Alvaiázere,ALVAIÁZERE,ALVAIÁZERE,ALVAIÁZERE,criada por agregação
Alvaiázere,MAÇÃS DE CAMINHO,ALVAIÁZERE,ALVAIÁZERE,criada por agregação
Alvaiázere,MAÇÃS DE DONA MARIA,MAÇÃS DE DONA MARIA,MAÇÃS DE DONA MARIA,sem alteração
Alvaiázere,PELMÁ,PELMÁ,PELMÁ,sem alteração
Alvaiázere,PUSSOS,PUSSOS SÃO PEDRO,CABAÇOS,criada por agregação
Alvaiázere,REGO DA MURTA,PUSSOS SÃO PEDRO,CABAÇOS,criada por agregação
Alvito,ALVITO,ALVITO,ALVITO,sem alteração
Alvito,VILA NOVA DA BARONIA,VILA NOVA DA BARONIA,VILA NOVA DA BARONIA,sem alteração
Amadora,ALFRAGIDE,ALFRAGIDE,"RUA DE MIGUEL TORGA, 2",criada por alteração de limites territoriais
Amadora,ÁGUAS LIVRES,ÁGUAS LIVRES,"ESTRADA MILITAR, 82",criada por alteração de limites territoriais
Amadora,ENCOSTA DO SOL,ENCOSTA DO SOL,RUA DE LUIZ VAZ DE CAMÕES,criada por alteração de limites territoriais
Amadora,FALAGUEIRA - VENDA NOVA,FALAGUEIRA - VENDA NOVA,"PRAÇA DE JOSÉ CARDOSO PIRES, 1 E 2",criada por alteração de limites territoriais
Amadora,MINA DE ÁGUA,MINA DE ÁGUA,"PRACETA DO MOINHO DA BOBA, 10-C",criada por alteração de limites territoriais
Amadora,VENTEIRA,VENTEIRA,"RUA DO 1.º DE MAIO, 39-A",criada por alteração de limites territoriais
Amarante,ABOADELA,"UNIÃO DAS FREGUESIAS DE ABOADELA, SANCHE E VÁRZEA",ABOADELA,criada por agregação
Amarante,ABOIM,"UNIÃO DAS FREGUESIAS DE VILA GARCIA, ABOIM E CHAPA",VILA GARCIA,criada por agregação
Amarante,AMARANTE (SÃO GONÇALO),"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",AMARANTE (SÃO GONÇALO),criada por agregação
Amarante,ANSIÃES,ANSIÃES,ANSIÃES,sem alteração
Amarante,ATAÍDE,"UNIÃO DAS FREGUESIAS DE REAL, ATAÍDE E OLIVEIRA",REAL,criada por agregação
Amarante,BUSTELO,"UNIÃO DAS FREGUESIAS DE BUSTELO, CARNEIRO E CARVALHO DE REI",BUSTELO,criada por agregação
Amarante,CANADELO,UNIÃO DAS FREGUESIAS DE OLO E CANADELO,OLO,criada por agregação
Amarante,CANDEMIL,CANDEMIL,CANDEMIL,sem alteração
Amarante,CARNEIRO,"UNIÃO DAS FREGUESIAS DE BUSTELO, CARNEIRO E CARVALHO DE REI",BUSTELO,criada por agregação
Amarante,CARVALHO DE REI,"UNIÃO DAS FREGUESIAS DE BUSTELO, CARNEIRO E CARVALHO DE REI",BUSTELO,criada por agregação
Amarante,CEPELOS,"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",AMARANTE (SÃO GONÇALO),criada por agregação
Amarante,CHAPA,"UNIÃO DAS FREGUESIAS DE VILA GARCIA, ABOIM E CHAPA",VILA GARCIA,criada por agregação
Amarante,FIGUEIRÓ (SANTA CRISTINA),UNIÃO DAS FREGUESIAS DE FIGUEIRÓ (SANTIAGO E SANTA CRISTINA),FIGUEIRÓ (SANTIAGO),criada por agregação
Amarante,FIGUEIRÓ (SANTIAGO),UNIÃO DAS FREGUESIAS DE FIGUEIRÓ (SANTIAGO E SANTA CRISTINA),FIGUEIRÓ (SANTIAGO),criada por agregação
Amarante,FREGIM,FREGIM,FREGIM,sem alteração
Amarante,FREIXO DE BAIXO,UNIÃO DAS FREGUESIAS DE FREIXO DE CIMA E DE BAIXO,FREIXO DE CIMA,criada por agregação
Amarante,FREIXO DE CIMA,UNIÃO DAS FREGUESIAS DE FREIXO DE CIMA E DE BAIXO,FREIXO DE CIMA,criada por agregação
Amarante,FRIDÃO,FRIDÃO,FRIDÃO,sem alteração
Amarante,GATÃO,"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",AMARANTE (SÃO GONÇALO),criada por agregação
Amarante,GONDAR,GONDAR,GONDAR,sem alteração
Amarante,GOUVEIA (SÃO SIMÃO),GOUVEIA (SÃO SIMÃO),GOUVEIA (SÃO SIMÃO),sem alteração
Amarante,JAZENTE,JAZENTE,JAZENTE,sem alteração
Amarante,LOMBA,LOMBA,LOMBA,sem alteração
Amarante,LOUREDO,LOUREDO,LOUREDO,sem alteração
Amarante,LUFREI,LUFREI,LUFREI,sem alteração
Amarante,MADALENA,"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",AMARANTE (SÃO GONÇALO),criada por agregação
Amarante,MANCELOS,MANCELOS,MANCELOS,sem alteração
Amarante,OLIVEIRA,"UNIÃO DAS FREGUESIAS DE REAL, ATAÍDE E OLIVEIRA",REAL,criada por agregação
Amarante,OLO,UNIÃO DAS FREGUESIAS DE OLO E CANADELO,OLO,criada por agregação
Amarante,PADRONELO,PADRONELO,PADRONELO,sem alteração
Amarante,REAL,"UNIÃO DAS FREGUESIAS DE REAL, ATAÍDE E OLIVEIRA",REAL,criada por agregação
Amarante,REBORDELO,REBORDELO,REBORDELO,sem alteração
Amarante,SALVADOR DO MONTE,SALVADOR DO MONTE,SALVADOR DO MONTE,sem alteração
Amarante,SANCHE,"UNIÃO DAS FREGUESIAS DE ABOADELA, SANCHE E VÁRZEA",ABOADELA,criada por agregação
Amarante,TELÕES,TELÕES,TELÕES,sem alteração
Amarante,TRAVANCA,TRAVANCA,TRAVANCA,sem alteração
Amarante,VÁRZEA,"UNIÃO DAS FREGUESIAS DE ABOADELA, SANCHE E VÁRZEA",ABOADELA,criada por agregação
Amarante,VILA CAIZ,VILA CAIZ,VILA CAIZ,sem alteração
Amarante,VILA CHÃ DO MARÃO,VILA CHÃ DO MARÃO,VILA CHÃ DO MARÃO,sem alteração
Amarante,VILA GARCIA,"UNIÃO DAS FREGUESIAS DE VILA GARCIA, ABOIM E CHAPA",VILA GARCIA,criada por agregação
Amares,AMARES,UNIÃO DAS FREGUESIAS DE AMARES E FIGUEIREDO,AMARES,criada por agregação
Amares,BARREIROS,BARREIROS,BARREIROS,sem alteração
Amares,BESTEIROS,"UNIÃO DAS FREGUESIAS DE FERREIROS, PROZELO E BESTEIROS",FERREIROS,criada por agregação
Amares,BICO,BICO,BICO,sem alteração
Amares,BOURO (SANTA MARIA),BOURO (SANTA MARIA),BOURO (SANTA MARIA),sem alteração
Amares,BOURO (SANTA MARTA),BOURO (SANTA MARTA),BOURO (SANTA MARTA),sem alteração
Amares,CAIRES,CAIRES,CAIRES,sem alteração
Amares,CALDELAS,"UNIÃO DAS FREGUESIAS DE CALDELAS, SEQUEIROS E PARANHOS",CALDELAS,criada por agregação
Amares,CARRAZEDO,CARRAZEDO,CARRAZEDO,sem alteração
Amares,DORNELAS,DORNELAS,DORNELAS,sem alteração
Amares,FERREIROS,"UNIÃO DAS FREGUESIAS DE FERREIROS, PROZELO E BESTEIROS",FERREIROS,criada por agregação
Amares,FIGUEIREDO,UNIÃO DAS FREGUESIAS DE AMARES E FIGUEIREDO,AMARES,criada por agregação
Amares,FISCAL,FISCAL,FISCAL,sem alteração
Amares,GOÃES,GOÃES,GOÃES,sem alteração
Amares,LAGO,LAGO,LAGO,sem alteração
Amares,PARANHOS,"UNIÃO DAS FREGUESIAS DE CALDELAS, SEQUEIROS E PARANHOS",CALDELAS,criada por agregação
Amares,PAREDES SECAS,"UNIÃO DAS FREGUESIAS DE VILELA, SERAMIL E PAREDES SECAS",VILELA,criada por agregação
Amares,PORTELA,UNIÃO DAS FREGUESIAS DE TORRE E PORTELA,TORRE,criada por agregação
Amares,PROZELO,"UNIÃO DAS FREGUESIAS DE FERREIROS, PROZELO E BESTEIROS",FERREIROS,criada por agregação
Amares,RENDUFE,RENDUFE,RENDUFE,sem alteração
Amares,SEQUEIROS,"UNIÃO DAS FREGUESIAS DE CALDELAS, SEQUEIROS E PARANHOS",CALDELAS,criada por agregação
Amares,SERAMIL,"UNIÃO DAS FREGUESIAS DE VILELA, SERAMIL E PAREDES SECAS",VILELA,criada por agregação
Amares,TORRE,UNIÃO DAS FREGUESIAS DE TORRE E PORTELA,TORRE,criada por agregação
Amares,VILELA,"UNIÃO DAS FREGUESIAS DE VILELA, SERAMIL E PAREDES SECAS",VILELA,criada por agregação
Anadia,AGUIM,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",TAMENGOS,criada por agregação
Anadia,AMOREIRA DA GÂNDARA,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",PAREDES DO BAIRRO,criada por agregação
Anadia,ANCAS,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",PAREDES DO BAIRRO,criada por agregação
Anadia,ARCOS,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,ARCOS,criada por agregação
Anadia,AVELÃS DE CAMINHO,AVELÃS DE CAMINHO,AVELÃS DE CAMINHO,sem alteração
Anadia,AVELÃS DE CIMA,AVELÃS DE CIMA,AVELÃS DE CIMA,sem alteração
Anadia,MOGOFORES,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,ARCOS,criada por agregação
Anadia,MOITA,MOITA,MOITA,sem alteração
Anadia,ÓIS DO BAIRRO,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",TAMENGOS,criada por agregação
Anadia,PAREDES DO BAIRRO,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",PAREDES DO BAIRRO,criada por agregação
Anadia,SANGALHOS,SANGALHOS,SANGALHOS,sem alteração
Anadia,SÃO LOURENÇO DO BAIRRO,SÃO LOURENÇO DO BAIRRO,SÃO LOURENÇO DO BAIRRO,sem alteração
